id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
8871,ABC-006310,7/14/2020,20,75094,1978,SAI GON,SAIGON,1,26,3.5,1   ON SHOES,,50,ABC
8870,ABC-006309,7/14/2020,4513,,6239,SAI GON,SAIGON,1,33.75,3.5,"MILK POWDER, SNACK, FOOD, VITAMIN",,,ABC
8869,ABC-006308,7/14/2020,3950,75089,5379,VINH LONG,TINH,1,8.5,4.5,"1 MEDICATED OIL, 5 VITAMIN, 5 MUSCLE RUB, 2 TUMS",,,ABC
8868,ABC-006307,7/14/2020,3000,75094,7464,AN GIANG,TINH,1,4.7,4.5,"CHUONG   A, FOOD, TRA, MILK POWDER RUA MAT",,5,ABC
8867,ABC-006306,7/14/2020,2514,75044,7463,HUE,TINH,1,18,4.5,  CAY (ORANGE),,,ABC
8866,ABC-006305,7/14/2020,5232,75098,7462,KHANH HOA,TINH,1,28.7,4.5,"TOOTHPASTE, VITAMINS, CHIA SEED , MEDICATED OIL",44,,ABC
8865,ABC-006304,7/14/2020,5231,39056,7461,GIA LAI,TINH,1,14.35,4.5,"CLOTHES, VITAMINS, FOOD",,,ABC
8864,ABC-006303,7/14/2020,1909,75043,2375,TAY NINH,TINH,1,4,4.5,VITAMIN,,,ABC
8863,ABC-006302,7/14/2020,5230,71115,7460,GIA LAI,TINH,1,8,4.5,"CLOTHES, BENGAY, MEDICATED OIL",10,,ABC
8862,ABC-006301,7/14/2020,5229,75218,7459,SAI GON,SAIGON,1,10,3.5,"CLOTHES, VITAMIN, TUI, SOAP,   ",,,ABC
8861,ABC-006300,7/14/2020,5229,75218,7458,SAI GON,SAIGON,1,17,3.5,"CLOTHES, SHOES, TOYS",,,ABC
8860,ABC-006299,7/14/2020,4712,75044,7457,California,DOM,1,5,3.5,7.70947E+11,,,ABC
8859,ABC-006298,7/14/2020,5060,75219,7152,DONG NAI,TINH,1,12.55,4.5,"VITAMIN, 6 MILK POWDER",54,,ABC
8858,ABC-006297,7/14/2020,5228,75040,7456,TAY NINH,CHERRY,1,1,26,1 THUNG CHERRY,,10,ABC
8857,ABC-006296,7/14/2020,3319,,4432,SAI GON,SAIGON,1,15,3.5,2 CASE ENTRUST (MILK POWDER CHO NGUOI TIEU DUONG),120,,ABC
8856,LTM-000048,7/13/2020,4550,55423,6292,CAN THO,TINH,1,11,4.75,"6 lon sữa, 1 bịch kẹo, 1 hủ sâm, 4 hủ thuốc khớp, 4 hộp tuýp thuốc.",,,LTM
8855,ABC-006295,7/13/2020,2553,75042,3266,KIEN GIANG,TINH,1,7,4.5,2 MILK POWDER,,,ABC
8854,ABC-006294,7/13/2020,4858,75044,7455,DONG NAI,TINH,1,14,4.5,"SANDALS, SANDALS, SNACK, TOOTHPASTE, QTIPS,   ",,,ABC
8853,ABC-006293,7/13/2020,5227,75240,7454,SAI GON,SAIGON,1,16.5,3.5,"VITAMIN,   CAY KHO, CLOTHES, SNACK, NUT",,,ABC
8852,ABC-006292,7/13/2020,216,75044,219,SAI GON,SAIGON,1,13,3.5,"MILK POWDER, VITAMIN",54,,ABC
8851,ABC-006291,7/13/2020,5226,75044,7453,SAI GON,SAIGON,1,14.5,3.5,"MILK POWDER, HAIR COLOR CREME, TOOTHBRUSH, CHIA SEED, SOAP, FASHION JEWELRY",10,,ABC
8850,ABC-006290,7/13/2020,971,75044,3530,SOC TRANG,TINH,1,31,4.5,"CLOTHES, MILK POWDER, VITAMIN, PERFUME, IT GIFTSET, HOME GOODS",,10,ABC
8849,ABC-006289,7/13/2020,922,30260,5789,HAU GIANG,TINH,1,46,4.5,"ENSURE, MEDICATED OIL, MEDICATED OIL,   MEDICATED OIL, SAM",270,,ABC
8848,ABC-006288,7/13/2020,3927,76310,5337,CAN THO,CHERRY,1,5,26,CHUYEN SANG - ABC-6444,10,,ABC
8847,ABC-006287,7/13/2020,3927,76310,5337,CAN THO,TINH,1,56.8,4.5,"ENSURE, MILK POWDER, GIFTSET, MIST, FOOD, SNACK, SOAP",108,,ABC
8846,ABC-006286,7/13/2020,2453,75040,3133,SAI GON,SAIGON,1,27,3.5,"MILK POWDER, MEDICATED OIL, DUONG, CLOTHES, VI,   ",102,,ABC
8845,ABC-006285,7/13/2020,678,75044,7452,AN GIANG,TINH,1,5.1,4.5,"VITAMIN, LIPSTICK MONG TAY",,,ABC
8844,ABC-006284,7/13/2020,5225,75044,7451,BRVT,CHERRY,1,1,26,1 THUNG CHERRY,,10,ABC
8843,ABC-006283,7/13/2020,5224,75010,7450,SAI GON,SAIGON,1,21,3.5,"CLOTHES, BENGAY, VITAMIN, 1 WATCH",,7,ABC
8842,ABC-006282,7/13/2020,3138,,7449,TAY NINH,TINH,1,5,4.5,"FOOD CANNED, VITAMIN",,,ABC
8841,QUY-002321,7/13/2020,5223,21136,7448,DA NANG,TINH,1,7.2,5,6 LON MILK POWDER ENSURE ,65,,QUY
8840,ABC-006281,7/13/2020,5222,75074,7447,BINH DINH,TINH,1,6.5,4.5,"VITAMIN, GUMMY, CHOCOLATE, EYE DROPS",,,ABC
8839,ABC-006280,7/13/2020,205,75043,208,BINH DINH,TINH,1,5,4.5,"VITAMIN, VO",,,ABC
8838,QUY-002320,7/13/2020,1376,22044,1395,SAI GON,SAIGON,1,16.95,4,"VITAMIN, CAFE, HAND SANITIZER, SOAP, LOTION CHONG NANG, DO  ",,9,QUY
8837,ABC-006279,7/13/2020,3954,75040,5385,SAI GON,SAIGON,1,1,26,1 THUNG CHERRY,,,ABC
8836,ABC-006278,7/13/2020,3954,75040,5385,SAI GON,SAIGON,1,37,3.5,"MILK POWDER, CLOTHES, VITAMIN, GUMMY, SUNGLASSES,   MEDICATED OIL, SNACK,   ",120,6,ABC
8834,ABC-006276,7/13/2020,5220,75044,7445,SAI GON,SAIGON,1,9.5,3.5,"VITAMIN, SNACK",,,ABC
8833,ABC-006275,7/13/2020,35,75044,2872,SAI GON,SAIGON,1,9,3.5,"FOOD, TSHIRTS, DO LAM NAIL",,,ABC
8832,QUY-002319,7/13/2020,2025,22044,2544,DONG NAI,TINH,1,14.4,5,12 LON MILK POWDER ENSURE ,130,,QUY
8831,ABC-006274,7/13/2020,5219,79765,7444,DA NANG,TINH,1,43.6,4.5,"FOOD, ENTRUST, CLOTHES",60,,ABC
8830,ABC-006273,7/13/2020,5218,10468,7443,SAI GON,CHERRY,1,5,26,1 THUNG CHERRY,,,ABC
8829,ABC-006272,7/13/2020,5218,10468,7442,SAI GON,SAIGON,1,5,26,1 THUNG CHERRY,,,ABC
8828,ABC-006271,7/13/2020,1063,76208,1083,SAI GON,SAIGON,1,5,26,1 THUNG CHERRY,,,ABC
8825,ABC-006270,7/13/2020,5217,75201,7441,HA NOI,TINH,1,3.5,4.5,2 MILK POWDER BABY,,,ABC
8824,LTM-000047,7/12/2020,5216,55429,7440,TIEN GIANG,TINH,1,11,4.75,"1 hộp thuốc, 9 cái áo, 5 cái quần",,,LTM
8823,LTM-000046,7/12/2020,2288,55104,5671,SAI GON,SAIGON,1,9,4.25,"4 CHOCOLATE, 1 HAND SANITIZER kho, 1 centrum, 1 collagen, 2 vong tay, 1 bo bTSHIRTS ve co tay, 2 do lot tay ngoi may tinh.",,,LTM
8822,QUY-002316,7/12/2020,3973,22309,5420,DA NANG,TINH,1,37.7,5,"MILK POWDER, vitamin, TOYS",,15,QUY
8821,QUY-002315,7/12/2020,4453,22003,6147,BRVT,TINH,1,29.7,5,"SHOES, SNACK, MEDICATED OIL, CLOTHES, lotion, vaseline, TAMPON, cereal, vitamin, TOOTHPASTE, bop",,,QUY
8820,QUY-002314,7/12/2020,5215,20164,7439,DONG NAI,TINH,1,17.4,5,"CLOTHES, HAND BAG xach, vitamin",,14,QUY
8819,QUY-002313,7/12/2020,1166,22003,2136,SAI GON,SAIGON,1,24.85,4,"FOOD, SNACK, CLOTHES, VITAMIN ",,,QUY
8818,QUY-002312,7/12/2020,1166,22003,2136,SAI GON,SAIGON,1,43.05,4,"FOOD, SALONPAS, VITAMIN, SNACK",,,QUY
8817,QUY-002311,7/12/2020,3567,21601,6663,BINH DUONG,TINH,1,34.55,5,"OATMEAL, SHAMPOO ",,,QUY
8816,QUY-002310,7/12/2020,5213,22310,7438,SAI GON,SAIGON,1,17.75,4,"Vitamin, salonpas, MILK POWDER",,12,QUY
8815,QUY-002309,7/12/2020,5214,22003,7437,SAI GON,SAIGON,1,11.8,4,"SHAMPOO MEDICATED OIL, FOOD  , VITAMIN, CLOTHES   ",,,QUY
8814,QUY-002308,7/12/2020,2260,22150,2853,SAI GON,SAIGON,1,25.65,4,"PERFUME, VITAMIN, CHOCOLATE, CLOTHES, SOAP, DO    ",,,QUY
8813,QUY-002307,7/12/2020,5212,20782,7436,DA NANG,TINH,1,20.75,5,"Chia,  ENSURE nem, SNACK, MILK POWDER, vitamin",,9,QUY
8812,QUY-002306,7/12/2020,1698,21201,7435,SAI GON,SAIGON,1,10.05,4,"MILK POWDER, vitamin, MEDICATED OIL",,6,QUY
8811,QUY-002305,7/12/2020,2152,,7434,CA MAU,TINH,1,17.4,5,"TOYS,  EMPTY  ENSURETLE, CLOTHES, khan, TOYS, vitamin",,,QUY
8810,QUY-002304,7/12/2020,5211,22044,7433,SAI GON,SAIGON,1,9.15,4,"SHOES, SNACK, CLOTHES, bop",,3.4,QUY
8809,ABC-006269,7/12/2020,4293,75042,5908,SAI GON,SAIGON,1,13.75,3.5,"SHOES, CLOTHES, SAUCE, GIA VI",,,ABC
8808,QUY-002303,7/12/2020,1612,22044,1632,SAI GON,SAIGON,1,12.2,4,FOOD,,,QUY
8807,QUY-002302,7/12/2020,4921,20105,6929,SAI GON,SAIGON,1,11.75,4,"SHOES, MILK POWDER",,,QUY
8806,QUY-002301,7/12/2020,2137,22003,7432,DA NANG,TINH,1,12.9,5,"Tam, vitamin, GIFTSET",,85,QUY
8805,QUY-002300,7/12/2020,1517,22044,1536,SAI GON,SAIGON,1,32.8,4,"TSHIRTS, SHOES, kinh, bengay, salonpas, FOOD, TOOTHPASTE, vitamin, tra, MILK POWDER",,6,QUY
8804,QUY-002299,7/12/2020,3028,23831,7431,DONG NAI,TINH,1,36.6,5,"MILK POWDER, ta, do   ",,10,QUY
8803,QUY-002298,7/12/2020,1541,22044,1560,HA NOI,TINH,1,42.85,5,"MILK POWDER, thuoc HAIR COLOR CREME, chia, TOOTHPASTE, LOTION duong da, SHOES, TOYS, vitamin, TOOTHBRUSH, SNACK, CLOTHES",,,QUY
8802,QUY-002297,7/12/2020,5210,22191,7430,HUE,TINH,1,8.95,5,"PERFUME, SNACK, lotion, MEDICATED OIL, LIPSTICK, MILK POWDER tam",,5.25,QUY
8801,QUY-002296,7/12/2020,1698,21201,1719,SAI GON,SAIGON,1,19.2,4,"MILK POWDER, vitamin, TSHIRTS, hop LOTION, dTSHIRTS cTSHIRTS rau",,12,QUY
8800,QUY-002295,7/12/2020,1274,22042,1294,SAI GON,SAIGON,1,25.65,4,"MILK POWDER, SNACK, thuoc nhuom, TOYS, CLOTHES",,,QUY
8799,QUY-002294,7/12/2020,4332,21237,6842,SAI GON,SAIGON,1,26.1,4,"MILK POWDER, cai deo  , SNACK, TSHIRTS SHAMPOO",,3,QUY
8798,QUY-002293,7/12/2020,1485,22044,2230,LAM DONG ,TINH,1,7.2,5,6 lon MILK POWDER ensure ,,,QUY
8797,QUY-002292,7/12/2020,2408,21713,3073,SAI GON,SAIGON,1,15.5,4,"CLOTHES, CHEESE, but, TOOTHPASTE",,,QUY
8796,QUY-002291,7/12/2020,4676,22042,7372,BRVT,TINH,1,16.15,5,"CLOTHES, SUNGLASSES, ghe  , MEDICATED OIL, MILK POWDER, SHOES  ",,,QUY
8795,QUY-002290,7/12/2020,5209,20010,7429,LONG AN,TINH,1,16.2,5,"MILK POWDER, SOAP, vitamin, MEDICATED OIL HAND BAG",,,QUY
8794,QUY-002289,7/12/2020,4913,21060,6912,KIEN GIANG,TINH,1,47.75,5,"SHAMPOO, tra, lotion, vaseline,   cay say, quan, dia DVD, hair conditioner,",,7,QUY
8793,ABC-006268,7/12/2020,5208,76450,7428,SAI GON,SAIGON,1,18.5,3.5,"CLOTHES, SHOES, PERFUME, WATCH",40,52,ABC
8790,ABC-006265,7/12/2020,5207,75425,7426,KHANH HOA,TINH,1,12.5,4.5,"SHOES, CLOTHES, VITAMIN, MILK POWDER, VITAMIN CACTSHIRTS",,,ABC
8789,ABC-006264,7/12/2020,5207,75425,7425,KHANH HOA,TINH,1,8,4.5,"VITAMIN, VITAMIN CACTSHIRTS, MILK POWDER, UNDERWEAR",,,ABC
8788,ABC-006263,7/12/2020,5206,75601,7424,BAC LIEU,TINH,1,3,4.5,1 LO MEDICATED OIL,,,ABC
8787,ABC-006262,7/12/2020,5205,98178,7423,HUE,TINH,1,11.5,4.5,4 GLUCOSAMINE NUOC,,,ABC
8786,ABC-006261,7/12/2020,3036,75002,4015,SAI GON,SAIGON,1,1,26,11 LBS CHERRY,,,ABC
8785,ABC-006260,7/12/2020,3036,75002,4015,SAI GON,SAIGON,1,6,3.5,"VITAMIN, SNACK,   ",,,ABC
8784,ABC-006259,7/12/2020,2088,75048,2627,KHANH HOA,TINH,1,11,4.5,"3 MILK POWDER, 1 SALONPAS",,,ABC
8783,ABC-006258,7/12/2020,2088,75048,6661,SAI GON,SAIGON,1,30,3.5,"12 ENSURE, 3 MILK POWDER, 10 BENGAY",108,,ABC
8782,ABC-006257,7/12/2020,3463,75243,4646,SAI GON,SAIGON,1,10.7,3.5,"VITAMINS, FOOD, MIENG DAN, HOME GOODS",,,ABC
8781,ABC-006256,7/12/2020,2514,75044,7422,SAI GON,SAIGON,1,11,3.5,"VI, HAND BAG",,,ABC
8778,ABC-006253,7/12/2020,5204,75089,7421,SAI GON,SAIGON,1,22.85,3.5,"MILK POWDER, NUTS, FOOD",54,,ABC
8777,ABC-006252,7/12/2020,695,75044,7420,DONG NAI,TINH,1,41.8,4.5,"MILK POWDER ENSURE, VITAMINS, THUOC HAIR COLOR CREME, IT GIFTSET, TOOTHPASTE, FOOD, LOTION",,,ABC
8776,ABC-006251,7/12/2020,5203,76310,7419,QUANG NGAI,TINH,1,11.6,4.5,"CLOTHES, SNACK, TUI, SUNGLASSES, VITAMINS",,,ABC
8775,ABC-006250,7/12/2020,3235,,4320,DONG NAI,TINH,1,8.8,4.5,"CLOTHES  , BACKPACK, TUI, DO MAKEUP,   ",,,ABC
8774,ABC-006249,7/12/2020,5202,76111,7418,SAI GON,SAIGON,1,11,3.5,CHERRY,,91.5,ABC
8773,ABC-006248,7/12/2020,3012,75044,7417,DA NANG,TINH,1,11,4.5,1 THUNG CHERRY,,101,ABC
8772,ABC-006247,7/12/2020,957,,973,DONG THAP,TINH,1,17.5,4.5,"12 MILK POWDER ENSURE, 1 LO MEDICATED OIL",152,,ABC
8771,ABC-006246,7/12/2020,388,75159,7416,SAI GON,SAIGON,1,14,3.5,"VITAMIN, MILK POWDER, MEDICATED OIL, FOOD CANNED",,,ABC
8770,ABC-006245,7/12/2020,2996,75042,5713,KIEN GIANG,TINH,1,16,4.5,"1 IPHONE 11 PRO MAX (C) IMEI: 353906103072329 , MEDICATED OIL, CHIP",44,125,ABC
8769,ABC-006244,7/12/2020,5201,,7415,BRVT,TINH,1,12,4.5,"SALONPAS, MILK POWDER ENSURE",,,ABC
8768,ABC-006243,7/12/2020,5200,73401,7414,SAI GON,SAIGON,1,6.5,3.5,"CLOTHES, MEDICATED OIL, TUI VI,   ",44,,ABC
8767,ABC-006242,7/12/2020,5199,75044,7413,DA NANG,TINH,1,7.1,4.5,VITAMINS,,,ABC
8766,ABC-006241,7/12/2020,574,75074,580,BRVT,TINH,1,36,4.5,"VITAMINS, SNACK, FOOD, TOOTHPASTE, SUNGLASSES, LOTION, CREAM",,25,ABC
8765,ABC-006240,7/12/2020,2234,75243,2817,KHANH HOA,TINH,1,11.5,4.5,"MILK POWDER ENSURE, SAM, SNACK, FOOD, DO KHUI BIA",54,,ABC
8764,ABC-006239,7/12/2020,5198,,7412,KHANH HOA,TINH,1,8,4.5,"MILK POWDER ENTRUST, SAM",60,,ABC
8763,ABC-006238,7/12/2020,869,75044,7411,SAI GON,SAIGON,1,8.7,3.5,"TOYS, PERFUME",,20,ABC
8762,ABC-006237,7/12/2020,977,,7410,SAI GON,SAIGON,1,9,3.5,"MILK POWDER, VITAMIN IT VIEN",54,6,ABC
8761,ABC-006236,7/12/2020,784,75044,795,CA MAU,TINH,1,1,26,1 THUNG CHERRY,10,,ABC
8760,ABC-006235,7/12/2020,3223,75040,4304,KIEN GIANG,TINH,1,17.5,4.5,"VITAMINS, FOOD, LOTION CHONG NANG, NUTS, TSHIRTS",,,ABC
8759,ABC-006234,7/12/2020,2622,75044,3361,VINH LONG,TINH,1,18.8,4.5,"LOTION, CREAM, DEODORANT, SNACK, VITAMINS, BUTTER",,,ABC
8758,ABC-006233,7/11/2020,5197,75228,7409,BINH DINH,TINH,1,6.4,4.5,"MEDICATED OIL, MEDICATED OIL, SALONPAS",126,,ABC
8757,ABC-006232,7/11/2020,5196,75040,7408,KHANH HOA,TINH,1,7.3,4.5,"ENSURE, MEDICATED OIL",68,,ABC
8756,ABC-006231,7/11/2020,5099,75243,7226,DA NANG,TINH,1,2.8,4.5,VITAMIN,,,ABC
8755,ABC-006230,7/11/2020,5195,75048,7407,SAI GON,SAIGON,1,23.75,3.5,CLOTHES,,,ABC
8754,QUY-002288,7/11/2020,1486,22044,1504,DONG NAI,TINH,1,10,5,1 thung cherry ,,,QUY
8753,QUY-002287,7/11/2020,5143,22044,7312,SAI GON,SAIGON,1,20,4,2 thung Cherry,200,,QUY
8752,QUY-002286,7/11/2020,1554,22044,7406,HUE,TINH,1,7.2,5,6 LON MILK POWDER ENSURE ,,,QUY
8751,QUY-002285,7/11/2020,1533,22044,7405,SAI GON,SAIGON,1,10,4,1 THUNG CHERRY ,,,QUY
8750,ABC-006229,7/11/2020,349,76227,353,SAI GON,SAIGON,1,21,3.5,"FOOD, SOAP, GIFTSET",,,ABC
8749,ABC-006228,7/11/2020,5194,75098,7404,SAI GON,SAIGON,1,11,3.5,CHERRY,,92.5,ABC
8748,ABC-006227,7/11/2020,2558,,3271,CAN THO,TINH,1,23.85,4.5,"CLOTHES , SHOES, hat chia, vitamins",,,ABC
8747,ABC-006226,7/11/2020,2761,75043,7403,SAI GON,SAIGON,1,25.4,3.5,"CLOTHES, FOOD, IT GIFTSET, TOOTHPASTE",,,ABC
8746,ABC-006225,7/11/2020,4294,,5909,HA NOI,INT,6,283,5,GIFT - 6 BOX,,,ABC
8745,ABC-006224,7/11/2020,3472,75206,4656,HUE,TINH,1,8.3,4.5,"FOOD, SHOES, VITAMIN",,,ABC
8744,ABC-006223,7/11/2020,20,75094,1978,SAI GON,SAIGON,2,11.7,3.5,"SHOES TRANG TRI, TOYS",,,ABC
8743,ABC-006222,7/11/2020,2932,75194,3850,HUE,TINH,1,22,4.5,"SNACK, CLOTHES, MILK POWDER",,,ABC
8742,ABC-006221,7/11/2020,742,74133,5381,DONG NAI,TINH,1,1.5,4.5,"GIFTSET, TOYS",,,ABC
8741,ABC-006220,7/11/2020,2210,75048,7402,VINH LONG,TINH,1,16.2,4.5,"ENSURE, CLOTHES, VITAMIN",,9,ABC
8740,ABC-006219,7/11/2020,587,76119,593,SAI GON,SAIGON,1,21.6,3.5,"MILK POWDER, SNACK, BENGAY,   CAY KHO",54,-1,ABC
8739,ABC-006218,7/11/2020,5193,75002,7401,LAM DONG ,TINH,1,23.5,4.5,"QUAN, VITAMINS, SNACK, PERFUME",,8,ABC
8738,ABC-006217,7/11/2020,4418,75002,6098,SAI GON,SAIGON,1,28,3.5,4 CASES ENTRUST ,240,,ABC
8737,QUY-002284,7/11/2020,2229,20903,5572,SAI GON,SAIGON,1,7.2,4,6 lon MILK POWDER ensure ,,,QUY
8736,ABC-006216,7/11/2020,2106,75034,7400,TIEN GIANG,TINH,1,17.4,4.5,"FOOD CANNED,  EMPTY  ENSURETLE, CLOTHES, FOOD",,,ABC
8735,ABC-006215,7/11/2020,2106,75034,6419,TIEN GIANG,TINH,1,25.9,4.5,"FOOD, THUOC EYE DROPS",,,ABC
8734,ABC-006214,7/11/2020,3359,,5386,GIA LAI,TINH,1,53,4.5,"MILK POWDER, CLOTHES, VITAMINS, GIFTSET, SNACK,  ENSURE NEM, ",,-13.25,ABC
8733,ABC-006213,7/11/2020,20,75094,2580,DA NANG,TINH,1,13.4,4.5,"SHOES, CLOTHES, GIFTSET SAMPLE",,,ABC
8731,ABC-006212,7/11/2020,4075,75044,5564,BINH DUONG,TINH,1,18.75,4.5,"MILK POWDER, MEDICATED OIL, VITAMINS",44,,ABC
8730,ABC-006211,7/11/2020,3431,75042,7399,BINH DUONG,TINH,1,22.15,4.5,"LAPTOP   , CLOTHES, SHOES, VTIAMINS, SNACK, MEDICATED OIL",25,50,ABC
8729,ABC-006210,7/11/2020,2719,75040,3519,SAI GON,SAIGON,1,4,3.5,"VITAMINS, MEDICATED OIL",15,,ABC
8728,ABC-006209,7/11/2020,4478,,6181,HAI PHONG,TINH,1,7.2,4.5,6 ENSURE,54,,ABC
8727,ABC-006208,7/11/2020,20,75094,1942,KON TUM,TINH,1,22.5,4.5,"MILK POWDER, SNACK",,,ABC
8726,ABC-006207,7/11/2020,5192,75070,7398,SAI GON,SAIGON,1,1.5,3.5,VITAMIN,,,ABC
8725,ABC-006206,7/10/2020,2827,75044,3684,DA NANG,TINH,1,10.7,4.5,"VITAMINS, BENGAY, BUTTER",,,ABC
8724,ABC-006205,7/10/2020,218,75149,933,DONG NAI,TINH,2,71,4.5,"MILK POWDER BABY, SOAP, FOOD",,,ABC
8723,ABC-006204,7/10/2020,2233,75042,2816,HA NOI,TINH,1,5.9,4.5,"VITAMIN, GAU BONG",,,ABC
8722,ABC-006203,7/10/2020,5191,75081,7397,SAI GON,SAIGON,1,38.65,3.5,"TOOTHPASTE, VITAMINS, SHAMPOO, FOOD, SANDALS,   ",,,ABC
8721,ABC-006202,7/10/2020,2456,75044,6299,SAI GON,SAIGON,1,31,3.5,"SNACK, FOOD, TOOTHPASTE, CLOTHES, SHOES, VITAMINS",,,ABC
8720,QUY-002283,7/10/2020,4440,22152,6295,SAI GON,SAIGON,1,35.65,4,"bubble wrap, SOAP, CONDITIONER, nhang, lotion, TOOTHPASTE",,,QUY
8719,ABC-006201,7/10/2020,5190,75042,7396,CAN THO,TINH,1,3,4.5,1 IPHONE 7,,70,ABC
8718,ABC-006200,7/10/2020,5189,75044,7395,Louisiana,DOM,1,2,3.5,"IPHONE 7, SAMSUNG S7",,6,ABC
8717,QUY-002282,7/10/2020,3385,20110,7394,SAI GON,SAIGON,1,31.4,4,"Vo, CLOTHES, TOOTHBRUSH, TOOTHPASTE, Vitamin, MEDICATED OIL, do   ",,,QUY
8716,QUY-002281,7/10/2020,1254,22003,2683,HA NOI,TINH,1,5.45,5,"Dien thoai iphone 6 plus    (khong co phu kien), vitamin",,60,QUY
8715,QUY-002280,7/10/2020,5188,20148,7393,CAN THO,TINH,1,5.9,5,"Dien thoai IPHONE 6 plus used  (Co tai nghe), MEDICATED OIL, PERFUME",120,60,QUY
8714,QUY-002279,7/10/2020,1319,22044,2611,SAI GON,SAIGON,1,9.8,4,"Vitamin, CLOTHES, SUNGLASSES",,10.8,QUY
8713,QUY-002278,7/10/2020,4347,20906,5991,SAI GON,SAIGON,1,9.15,4,MILK POWDER,,8.4,QUY
8712,ABC-006199,7/10/2020,1927,,4869,CAN THO,TINH,1,7.5,4.5,6 MILK POWDER,54,,ABC
8709,ABC-006198,7/10/2020,4931,79414,7392,SAI GON,SAIGON,1,9,3.5,"MILK POWDER, PERFUME",54,10,ABC
8707,ABC-006197,7/10/2020,2936,75243,7390,THAI NGUYEN,TINH,1,30.2,4.5,"MILK POWDER, SNACK, VITAMINS, SHAMPOO, GIFTSET .",54,3,ABC
8706,ABC-006196,7/10/2020,1949,75095,2430,DONG NAI,TINH,1,15,4.5,2 LOC MILK POWDER ENSURE,108,,ABC
8705,ABC-006195,7/10/2020,540,75098,546,SAI GON,SAIGON,1,33,3.5,"LOTION,  ENSURE GIAT, SUNGLASSES, BENGAY, SALONPAS",,,ABC
8704,ABC-006194,7/10/2020,5186,75048,7389,SAI GON,SAIGON,1,20.7,3.5,"SOAP, LOTION, FOOD",,,ABC
8703,ABC-006193,7/10/2020,5185,75040,7388,SAI GON,SAIGON,1,11,3.5,CHERRY,,91.5,ABC
8702,ABC-006192,7/10/2020,5185,75040,7387,LONG AN,TINH,1,11,4.5,CHERRY,,90.5,ABC
8701,ABC-006191,7/10/2020,5184,75019,7386,SAI GON,SAIGON,1,9.85,3.5,"VITAMINS, NUTS",,,ABC
8700,ABC-006190,7/10/2020,5183,75013,7385,SAI GON,SAIGON,1,4.8,3.5,"SNACK, LOTION",,,ABC
8699,ABC-006189,7/10/2020,540,75098,546,SAI GON,SAIGON,1,32,3.5," 1 IPAD PRO (#...417106), BAN PHIM, SHOES, LOTION, BENGAY, CHARGER",,170,ABC
8698,ABC-006188,7/10/2020,447,75094,6199,KHANH HOA,TINH,1,19.7,4.5,"VITAMINS, SHOES, SNACK",,6,ABC
8697,ABC-006187,7/10/2020,4735,75042,6606,DONG THAP,TINH,1,15.2,4.5,"MILK POWDER, VITAMINS, HAND BAG, SHOES, SNACK",,,ABC
8696,ABC-006186,7/10/2020,577,75093,7384,SAI GON,SAIGON,1,14.5,3.5,2 LOC MILK POWDER ENSURE,108,,ABC
8695,ABC-006185,7/10/2020,577,75093,7383,SAI GON,SAIGON,1,34.3,3.5,"MILK POWDER ENSURE, VITAMINS, DO  MENT",,,ABC
8694,ABC-006184,7/10/2020,646,75024,6041,DONG NAI,TINH,1,10.6,4.5,"SNACK, VITAMINS, DO THU MAU",,,ABC
8693,ABC-006183,7/9/2020,3032,75089,5003,SAI GON,SAIGON,1,19.5,3.5,"CLOTHES, 2 LOC MILK POWDER ENTRUST",120,,ABC
8692,ABC-006182,7/9/2020,3092,,7382,TAY NINH,TINH,1,7.5,4.5,"SANDALS, SNACK, CLOTHES, SUNGLASSES",,5,ABC
8691,QUY-002275,7/9/2020,1475,22044,3996,SAI GON,SAIGON,1,12.7,4,"VITAMIN, SNACK, SNACK ",,,QUY
8690,ABC-006181,7/9/2020,2647,75044,3402,VINH LONG,TINH,1,28.25,4.5,"MEDICATED OIL, PERFUME, ZIPPO, VITAMINS, IT GIFTSET, SOAP, HAT DIEU",44,12,ABC
8689,ABC-006180,7/9/2020,2241,75081,7381,DONG NAI,TINH,1,24.8,4.5,"DO KHOAN, TOOLS",,28,ABC
8687,ABC-006179,7/9/2020,683,75044,7380,NINH THUAN,TINH,1,35.55,4.5,"SNACK, VTIAMINS, LOTION, THUOC LA",,10,ABC
8686,ABC-006178,7/9/2020,2694,75044,4255,SAI GON,SAIGON,1,14.5,3.5,2 LOC MILK POWDER ENSURE,108,,ABC
8685,ABC-006177,7/9/2020,2694,75044,7379,SAI GON,SAIGON,1,4.6,3.5,"TRA, IT GIFTSET",,,ABC
8684,ABC-006176,7/9/2020,5182,,7378,SAI GON,SAIGON,1,10.6,3.5,"SHOES, CLOTHES, MEDICATED OIL, GIFTSET",,,ABC
8683,ABC-006175,7/9/2020,654,77072,7377,SAI GON,SAIGON,1,29,3.5,"MILK POWDER, SNACK, VITAMINS",,,ABC
8682,ABC-006174,7/9/2020,654,77072,7376,SAI GON,SAIGON,1,11.8,3.5,"VITAMINS, SNACK, FOOD HOP",,,ABC
8681,ABC-006173,7/9/2020,57,,4276,BINH DINH,TINH,1,22.5,4.5,"ZIPPO, PERFUME, VITAMIN",75,49,ABC
